Sentence,Label
parah sekalipengiriman barang kurangmasih gak percaya sama konsumenmalas belanja lagiwalaupun dapat hadiah freepercuma yg free gak di kirim,negative
jelek banget gak bisa di pakai ini mah maskernya berbulu bisa dilihat foto tsb,negative
promo hati gratis kirim si cepat nego harga poll mentok  rb,positive
blibli com andal beli produk butuh karna gratis kirim lemah satu proses barang lama over all oke karna barang terima sesuai harap tidak rusak sekali packing blibli jamin aman barang saya harap proses barang cepat saja karna order proses batas estimasi kirim,positive
alam buyer seller bagai buyer barang pes waktu terkadang cepat janji bagai seller buyer tele,positive
banyak produk microsd palsu lazada saya harap lazada atas cepat,negative
layan muas opsi metode bayar diskon packing rapi barang tawar lengkap variasi free shipping sayang harga kompetitif kadang beda kompetitor,positive
saya langgan lazada  ga masalah tgl  september  order  buah hp nomor mesan   buah hp acer  buah hp asus hp acer terima  order order  september  hp yg blm kirim tgl  lihat situs lazada ttg status order saya batal chat cs nya isi chatnya simpan cs barang yg kirim cacat batal aneh sih saya kalo batal barang cacat barang tsb produsen tukar toko online kelas lazada stok yg banyak  hp ga return gudang sendiri tunggu refund lazada  kerja saya ngeri belanja lazada takut ken belanja ribet ga belanja ribet,negative
ga akan bl lg dsni thx saya kecewa,negative
ternyata tidak sesuai tidak dpat dipakai,negative
baru  hari pemakaian kindle paperwhite nya rusak penjual tidak mau direturn dan bantu klaim garansi sedih bangettt,negative
lengkap koleksi n aja butuh,positive
suka banget produk ny muslimarket tak kecewa pokokny deh,positive
mudah belanja ol,positive
tidak berfungsi sama sekali produk nya kutu tetap masih adatidak mati kecewa saya tdk sesuai speak nya,negative
proses yg mudah,positive
se,positive
saya mes via traveloka urus kantor domenique hotel purwokerto tgl  oktober  situs bilang free refund n cancellation tp terbit voucher non refundable yang nama urus bisnis tau pending pas tlp cs direfund saya pesan traveloka rekomendasi kolega rekan bisnis pesan sini cukup sini bye traveloka,negative
nice,positive
tanggal  november laku bayar tgl  november hubung merchant sempat miskomunikasi barang kirim tgl  november plus nya pihak merchant yamaha mataram sakti danblibli com cepat merespon kooperatif minus ga dapet jaket nmax alas jaket nmax beli kredit dealer overall puas layan blibli com kali telpon saya puas dg layan yamaha mataram sakti miskomunikasi awal saran mohon stnk cepat proses buat tulis  bulan saya di area saya stnk motor kisar  minggu saja apabila cepat nilai plus yamaha mataram sakti blibli com saya depan konsumen area jateng beli motor via online layan beli online kalah beli offline transaksi langsung dealer dekat karena beli online praktis saya,positive
aplikasi baru inappropriate content removed lot kaya server pulsa camat butuh koneksi dewa cek dagang mending hapus aja gak versi lama,negative
barang pilih harga jangkau bagi diskon,positive
sering telp cs klw transaksi transaksi salah erti bnget ya yg telp cs cowok,positive
i always check mataharimall com for comparating the price before i bought spmething i find that the price in mataharimall com always the cheapest,positive
beli motor dgn harga jt pilih bayar cicil  dgn jangka bulan bulan   jt limit credit card atas jt atas  jt terimakasih,positive
butuh sedia kirim cepat rapi layan nyaman,positive
mataharimall com is recomended ecommerce to find what you need with complete items easy and fast ordering a lot of promo and discount fast to delivery and good respons in servicing,positive
the best online shop very recomended,positive
tidak dipotong sesuai permintaan,negative
saya sen sapatu uk  tapi kecil bagaimana ganti,negative
ketika barang blm terima uang transaksi blm hilang,positive
sekarang belanja mudah lewat bukalapak belanja butuh mudah hp kita klik beli bayar barang kirim tinggal tunggu deh barang sampai,positive
blibli milik harga relatif saing aman transaksi jaga free ongkir mudah saya papua belanja murah hemat,positive
di jaman modern bukalapak bantu jual beli yg beli bantu sekali smart buyer all tks bukalapak,positive
barang tipis banget jd sampai udh pecah jd langsung buang tempat sampah,negative
not recommend gak sesuai sama harga beli di toko lain dengan harga sama kualitas jauh maaf review jujur,negative
saya gak mesan tiket tiket com,positive
harga kompetitif,positive
saya korban harbolnas tanggal  mes bayar jam swiss army logam free leather harga   seller timely indonesia barang rumah tanggal  selasa sore buka kotak jam mati saya cium beres pergi tukang jam potong jam besar cek baterai lemah ganti tuhkan baterai baru gak hidup tukang jam mesin jam rusak asli palsu mas mas bilang kw mas kampret lazada tipu   ajar banget seller timely indonesia timely indonesia fck,negative
chatt hampir ga ada respond,negative
olx baru tambah ribet apalgi opsi hubung jual cantum nomor tlp tinggal kaskus olx pikir deh kaskus baik keluh konsumen lambat laun olx ditinggalakn ane jamin,negative
moga ongkirnya bs gratis ya,positive
seperti vip plaza kurang pegawai karena barang website gak sinkron kalau oos bilang dari dong gak capek capek transfer ngeemail cs mastik status pesan kita dan ujung ujung pesan batal karena gak stok gak tau deh refund nya kapan,negative
sangat tidak puas baik produknya dan pelayanannya barang cacat pada kondisi tertutup saya mejanya tidak bisa menutup rapat itu dikarenakan pemasangan engselnya tidak sejajar  tinggi  pendek ini yg menyebabkan listnya sobek krn dipaksa saat menutup daun mejanya jadi fix nya ini cacat pabrik bukan masalah pengiriman dan ternyata komplain ga diterima oleh toko penjual suruh hubungi sendiri ke kurirnya,negative
fitur yg mmbuat bingung pusing,negative
pengiriman sangat lama,negative
kualitas karung kurang bagus pengiriman lama,negative
kecewa ubah aplikasi olx yg baru mohon koreksi biar langgan,negative
aduk kakenapa ya makin ke sini pengiriman barang nya makin jelekbarang banyak yg keriput kusut rusak tolong dong ke depannya di perbaiki,negative
saya email tanggal  juni  saldo tokopedia blokir rp   invoice no inv  xvi vi  nilai rp   rp   bebas ongkir juni salah jual tuduh transaksi curiga tokopedia sudah email tagih kartu kredit juni juli agustus tagih cicil kartu kredit kembali dana tokopedia namun saldo tokopedia blokir   tidak selesai tuntas email  bulan padahal susah sih buka saldo blokir tokopedia rp   jual tokopedia salah beli rugi jadi rugi  kali    cicil     saldo tokopedia blokir tokopedia ini bebas ongkirnya palsu karena beli bayar,negative
best price,positive
percaya banget aman pula,positive
sudah belanja mataharimall com kecewa barang waktu barang harga ok terima kaish mataharimall com belanja via online mudah nyaman remomended deh sellernya,positive
saya suka belanja blibli com tawar tawar banyak layan customer service bantu kirim pesan cepat packagingnya jamin pesan aman tangan langgan blibli com big choices big deals,positive
promopromonya lumayan hanya saja jika mungkin bayar lalu kartu kredit jangan kena biaya tambah,positive
say puas fasilitas mesan barang yng fast respon bukalapak cuman saran tau fitur codnya kyk tetangga jos,positive
warna tidak sesuai permintaan padahal sudah di beri note tetap saja dikirim warna random,negative
ketika tunggu waiting hall chengkaren alas lambat berangkat pusawat darat denpasar alas jelas akhir nya lombok tapi penunpang paksa ubah jadwal mudamudahan lion ubah operational baik akan tetapi erti lion air begitu maka turus aja harga murah,negative
moga depan sistem cod bekerjasama gojek d,positive
barang barang oke,positive
lampu nya nyala tapi bentar aja tahan nya habis itu mati terus di colon lagi hidup trus bentar aja mati ngak tau salahnya dimana,negative
layan baik karna cepat tanggap produk baik karna jual barang yg jamin halal jual fashion islami promonya baik karna promo gak tanggung ngasih harga murah rp  diskon,positive
sering aplikasi hang harga yg tawar ubah turun naik jika konfirmasi prmbayaran gak amandemen lagi dan re booking   jam lagi hal sulit  jam harga mahal telepon call centre gak solusi aplikasi hang kali kali ubah harga mahal saya pakai applikasi point maka diskon hotel lain aplikasi tidak nilai lebih,negative
tukar barang barang kalo selara pas terima barang kecewa,negative
saya mes produk baju coba kecil ga pakai kembali produk ganti voucher blibli com nila harga belanja blibli boleh produk msh lengkap proses lumayan cepat begitu voucher kirim email belanja utk produk lain terima kasih blibli com nyaman belanja ini moga tahan,positive
cepet nyampe karena pake yg kiriman sehari mic nya ga bsa dpake chat ke penjualnya bilang nya itu cuma bonusan so emang klo bonusan harus dkasi yg rusak,negative
barang tidak berfungsitidak bisa jalan,negative
promo timbul masalah selesai sgt tdk muas cenderung rugi langgan saya sdh kali kecewa,negative
barang emang harga aslinya sekitar  an tapi seller sok sok an bikin diskon yg dari rb di diskon rbolshop emang keras,negative
parah banget nih baju di cuci sekali langsung sablon nya ilangg rontok semua  parah jelek kualitas nya,negative
bukalapak salah media jual beli online bantu apa barang perlu butuh bagai salah konsumen media aplikasi bukalapak ini puas transaksi aman cepat kendali percaya bukalapak belum inovasi promonya heboh kagum sering bantu teman sulit cari barang bantu bukalapak bukalapak super fantastis,positive
baru belanja bliblli kecewa promo gratis ongkos kirim proses butuh hari segi harga ga saing ecommerce lain mahal blibli harap proses kirim barang cepat lagi benar kecewa tau estimasi hari lama belanja ecommerce blibli free ongkir proses ecommerce lai free ongkir cepat proses pengirmannya cari tombol batal mesan kecewa,negative
a lot of product to choose with,positive
bukalapak mudah belanja butuh sulit dapat toko rumah daerah saya systemnya aman untung,positive
pertama kali order zalora kecewa ketika sepatu salah ukur retur sepatu kosong,negative
you cool guys keep going,positive
saya liat review orng tau gratis sy psn brng tgl  maret skrng  maret proses blibli pake ongkir aja tp  harga standard biar ga rugi konsumen utk barang cepat persentase kualitas barang yg beli coba liat tetangga belah yg overload webnya pak trims moga manfaat,negative
saya puas dgn layan blibli saya malam mes alat sehat blibli sy btuh sgt urgent krn utk alas sehat sesuai tunjuk pesan kirim cepat  kerja krn barang elektronik yg besar tp hubung customer service blibli utk dpercepat kirim krn urgent cs blg dbantu utk aju surat mohon dpercepat tdk sangka sore esok hari barang lgs sy terima cs blibli jg sgt baik care helpful saya puas sekali terima kasih blibli,positive
beli  jerigen kemasan  liter  jerigen ada yg kurang isinya,negative
tanggal  des  mesan ipad pro nomor mesan private info removed  saya bayar kartu kredit mandiri lalu tiba terima email batal blibli alas pesan penuh ini lalu kompensasi voucher rp   info dana direfund  kerja bagaimana blibli batal transaksi saya kalau stocknya ga ada jual dong lalu kompensasi voucher rp   selesai kalau proses refundnya lama tanggung tagih kartu kredit dulu saya blibli profesional kalau stocknya ga ada iklan saya uda belanja blibli kali konsumen rugi mohon klarifikasi tanggung ecommerce besar baik indonesia terima kasih,negative
love this web,positive
the good think from mataharimall com is the fast response to they customer,positive
biarkan gambar bercerita pesan  bh yg rusak  bh jgn percaya balasan pembelaan apapun dari seller tidak amanah alasan rusak expedisi padahal bisa dilihat sebagian letak cacat   bukan dari expedisi dan sebagian yg lain kalaupun dari expedisi ceroboh itu karena packingan tanpa kardus per satuannya dan bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble dan kardus tambahan seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing dan ditolak jg dr expedisi saya tidak pernah cerita panjang lebar di ulasan tapi berhubung demi kenyamanan buyer lain utk jadi pertimbangan bacalah ini waspadalah waspadalah tidak ada itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini sudah dikasih note sewaktu proses dan sudah juga dichat dulu sebelum kirim utk hati hati karena mau utk dijual lagi sudah ajukan resolusi pengambalian dana ke tokopedia tp dialihkan ke asuransi utk akhirnya tetap tokopeda refund dana trims admin,negative
sambungannya tidak rapih,negative
ga mungkin barang baru jijik liatnya ada kaya kotoran cair dan ini pun baru keluar dari bungkusan buang,negative
baca alam belum yg mw beli lazada takut ya emang sih nasib orang beda kalo ana aman aja tuh kemarin flashsale lazada beli lenovo a aman aja  langsung nyampe kok lokasi medan via lazada express so yg teliti beli doa lancar selamat belanja d,positive
keluarga kali belanja lazada  muas barang cepat terima rusak namun terakir kali belanja sepatu rhumell kecewa stok lama saya sadar dus kirim nampak sarang laba tdk pikir negatif kampus jam muka sepatu kelupas sol kelupas tentu malu sepatu lepas begitu stok simpan diskon tarik beli ketika kembali lazada sepatu kembali dgn alas pakai kotor rusa lazada sepatu ya kotor memang baju tidur lagipula sadar sepatu kelupas maksud tim lazada sepatu yg beli pajang begitu huftt bye bye deh maklum beli kecewa sulit percaya,negative
seller gak respon udah tunggu hari batal otomatis toko online belah belanja hari barang paling lambat x jam,negative
admin ga niat kerja komplain tidak selesai sudah minta bintang ya sudah kasih bintang  kasihan bosnya punya karyawan yg tidak ada empati sama komplain tidak pernah update perkembangan komplain,negative
good and low price,positive
jamin uang barang sampai baik poko,positive
barang tidak dikirim deli raja drama di ecom sini atupun oranye jangan lagi beli disini kalo mereka ngadain promo saat complain dan mau kekurangan barang dikirim pun tidak di acc alasan stok kosong jadi dana dikembalikan sesuai harga promo kalo ga niat bikin promo tolong ga usah bikin kalo nama deli jelek kan deli sendiri yang rugi bye ga akan beli deli lagi,negative
sangat puas belanja blibli com selain barang sesuai exspektasi gratis biaya kirim,positive
layan tiket com muas mesan tiket pesawat alami kendala arti tingkat notifikasi beli langgan sms email untuk mesan hotel kali sulit resepsionis hotel mesan tiket com catat sistem hotel terang hotel mohon baik langgan tiket com tunggu lobby hotel terima kasih tiket com,positive
cepat mudah percaya,positive
produk dan layan bagus harus barang di diskon salah lebih belanja online karrna beli beban ongkos kirim jadi harga harus murah di toko mall,positive
bukalapak sih bagus cula lapak nya kadang konfirmasi pesan,positive
order   guess wg multifunction seller cadivashop byr tgl  aug tgl  aug dpt konfirm no resi minta cek kala cs nya harap sampe tgl  krn utk gift tgl  aug dpt email no resi baru lagi dengan nama di email bukan nama saya parahhh tgl  aug dpt email lg barang sdh masuk ekspedisi dgn no resi yg dgn tgl  aug tgl  aug dpt email lg barang ambil ekspedisi dgn no resi lagi tlp cs minta konfirm jawab yang bener itu resi email akhir jd yg pertama itu resi abal dan email tgl  aug itu palsu dikerjain lazada suruh cek kala dari tgl  aug parah buangetttt manajeman lazada gakan pernah belanja lagi kemungkina besar yang pernah belanja di lazada pasti alami ini bikin ribettt abisin pulsa waktu belanja di lazada worthless shopping lazada,negative
awal ragu barang nya kirim ya pokok ragu coba nya karna blibli sertifikat kualitas jamin belanja namun coba benar barang yg sesuai tampil barang nya tuju estimasi tetap sekali terimikasih blibli moga maju jaya,positive
ok,positive
saya sll beli tiket pesawat via online by hp maaf sy banding dgn  portal tiket online senantiasa tiket com murah minimal rp    yg lumayan taxi lebih bagasi sy share rekan kantor aku alih tiket com moga depan ditingkatkatkan lagi terima kasih suprayogi  malang private info removed,positive
saya order pampers tgl  februari  dgn no pesan blb bayar dgn transfer virtual account mandiri yg sama sampe dr tgl  februari  status kirim paket kirim blibli nex bagaimana blibli nasib pesan saya kenapa barang sampai saya telp cs suruh tunggu sampe tgl  februari  terlalu lambat proses beli barang tangan konsumen tolong tanggap blibli thanks,negative
aman percaya banyak pilih harga saing,positive
saya belanja bilna valentine beli  buah samsung galaxy j pakai pasang saya telah  kabar status pesan proses putus menelp cs bilna verifikasi kartu kredit bilang pemberitahuan ini bilang kirim email bilang ada email kirim kembali verifikasi brg sy terima cs  minggu brg tsb hadiah pilih refund beli brg langsung samsung store dari cs bilna janji dana kembali lambat  kerja lapor proses dana juga bagaimana ini bilna sudah  kali email namun tidak balas cs juga susah hubung saya rekomendasi untuk tidak belanja di bilna,negative
belanja barang outdoor ngumpul semua d,positive
kecewa beli tempat masker  pcs yg dtg cuma  karna ga ada video unboxing hanya foto saja jd ga bisa diklaimlumayan ambil untung lebih dr yg ga bikin video unboxing ya ka  harusnya teliti sebelum mengirim,negative
jempol banget deh,positive
senang produk muslim market bagus,positive
ketika barang cocok bs kembali,positive
diterima dalam keadaan dus terbuka biasanya dus nya rapih tebel di packing bagus sekarang diterima dalam keadaan dus kebuka sobek dan penyok dapet bonus tp lecek kelipet karna packing ga niat di untel sama barang nya kaya ga niat ngasih jd ga berguna bonus nya padahal bagus,negative
pengiriman tidak sesuai jadwal  pengiriman sangat lama tidak di proses proses  di anjurkan sangat kalau buru� jgn beli di toko ini pelayanan buruk  hanya cepat membalas chat saat mau beli  klau sudah beli boro� di bales  di read saja tidak,negative
ane jual  item barang tepat tgl  maret  yg  ane iklanin pagi kisar jm  yg  nya sore kisar jm  selang jam iklan ane mundur jd tgl  february  wajar mundur  iklan ane jd page antah brantah shingga yg liat jg kisar x tebak potensi jual kyk tipis sekali ane member olx  ane gabung jaman tokobagus gak n barang ane cepet jual ane curiga main member top up iklan ujungnya duit walah trik pinter bgt ente jujur ane kecewa,negative
yang metode bayar yang metode bayar nya,positive
baca review belanja vipplaza pikir positif coba untung bayar konfirmasi sampai tunggu kirim status nya my order skrg tinggal tunggu barang nya datang layan cepat ga spt review sblmnya moga belanja sampai review lagi terimakasih vipplaza    barang terima terimakasih vip plaza,positive
semenjak kenal blibli and the executive saya sdh ga noleh on line shop line blibli emang one stop shopping keren abizzz best deal best product best quality best shipping best sales after services best programs best services thanks blibli moga jaya lagi,positive
cepat murah kualitas,positive
saya sangat kecewa beli di toko ini seenak sendiri menaikan harga padahal sudah deal beli ditambah lagi admin nya sangat tidak ramah official store kok pelayanan seperti tidak profesional sangat tidak direkomendasikan membeli di sini pasti kecewa,negative
horrible company selling horrible chinese made cheap stuff,negative
mesan tiket pesawat tiket com tdk macet ria jalan utk cari mmbeli tiket dg tiket com dg duduk manis rumah dg hp sdh dpt mesan tiket dg mudah cepat evisien,positive
baru sehari udh basi tt,negative
saya beli pakiaian  kali vip plaza beli pertama kirim cepat dress beltnya beltnya untung respon vip plaza cepat kirim beltnya beli masalah kirim pertama nah beli tiga kecewa sekali saya mes baju merek elc eprisse tanggal  maret  bayar langsung juga tunggu kirim barang tiba tanggal  maret email vip plaza isi pesan proses salah sistem komputer hal pikir  kali kalo beli barang vip plaza dapat saya terimakasih,negative
is the best tokopedia,positive
saya blm tau,positive
exp  april  saya beli total kurang lebih pcs buat di jual lagi  klo tau exp dekat g akan ambil  sudah ini dpt zonk segitu banyak mo dipakai sendiri g bakal habis sampai exp,negative
produk belum diterima tetapi status sudah diterima pengiriman barangnya gak jelas,negative
dengan pilih bayar agam mudah transaksi mana pun,positive
pesan tanggal  maret jam  pakai pengiriman instant sampai nya tanggal  maret padahal sudah bayar mahal dikirimnya keesokan harinya bukan salah pengantarnya driver gosend nya sudah mengantarkan paket dengan baik tapi durasi proses dari toko sangat lama padahal butuhnya tanggal  maret makanya saya pilih pengiriman instant saya juga sudah tanya pihak toko jika paket bisa dikirim hari itu juga atau tidak jawabannya bisa tapi kenyataannya paket saya tidak dikirim pada hari itu juga kalau tidak bisa dikirim hari itu juga ya bilang saya juga sudah ajukan cancel pesanan juga tidak ada respon dari penjual pelayanan sangat sangat buruk tidak recommended semoga lebih baik lagi kedepannya,negative
abdul karim  tahun jakarta barat tinggal karawang timur wiraswasta,positive
jangan mau beli disini kemasan nya jelek barang sampai dalam keadaan pecah dan seller nya gk mau tanggung jawab,negative
kualitas barang ok punya belanja aman vouchernya udah nggak gratis ongkir andai gratis ongkir spt dlu perfecto mataharimall,positive
saya pantau tiket ka jakarta  surabaya  juli  utk  org saja tp tetep aja ngga bagi balik je jakarta kerjasama pt kai dg agen tiket masak mesan buka  lgs habis hari haris jgn jual habis labgsung menteri yg bego nih jual tahap krn tinggi animo masyarakat mudika pake kereta api terima kasih kiky private info removed,negative
bangkai yg adasdh pd mati semuanyaaa,negative
saya beli modem huawei lazada  kemarin nyata sengaja beli router karena pikir lazada sistem kembali barang oke kirim router pasti sesuai tentu barang  dll dsb dst harap voucher lazada n beli modem lazada juga apa jadi saya kabar lazada saya kontak berkali cs nya bilang barang sampai cek akhir x kontak bilang ya udah tunggu aja kalo gitu bulan email memberitahukan barang sudah saya terima wtf sampai ga kedengeran usaha tengil ini p s saya beli  set pisau diskon  lazada rb itu waktu pasar nemu pisau merk persis jual harga rb ngawur,negative
bagaimana beda barang barang bekas ini kali coba blili com mes iphone s garansi bgaimna membdakn antr garansi dngan yg tidk garansi dan bagaimna car sana,positive
mudah  mudah depan discount nya,positive
lama pengiriman atc di hari itu juga tpi gak di kirim beberpa hr dlu br di kirim,negative
kurang nya perhati konsumen barang antar lebih batas konsumen lapor biaya telponya mahal,positive
ga sesuai dengan banner nya katanya free teflon tapi teflon tidak dikirim sangat kecewa,negative
pengiriman cepat barangnya kurang oke tutupnya ga menutup rapat di satu sisi,negative
saya pesan barang  mesan barang kirim liat kirim ya,positive
bukalapak adalah pilih baik dari toko yang di belah sangat mudah beli sedia bagai bayar hingga cicil jamin ukur dan lengkap maju terus tambah sukses,positive
awal percaya bnr original teyapi harga betmacammacam murah dibandingkn toko asli tetapi mes barang cepat bagus tetapi saran stok hbs vpt update gantung brang yg tulis habis ganti malas jadi dayang banget toko n barang kualitas yg toko asli,positive
no pesan private info removed status tunggu ambil kurir komplain kirim langsung costumer care blibli cantum rubah layan logistik silah pasti puas konsumen pasti konsumen profesional moga depan,negative
fasilitas bagus sayang warna theme utama pedas mata pake to dia warna sejuk mata,positive
baru pake  hari dah ga bisa on pdhal sdh di charge penuh baterenya kecewa x not recommended seller barang refurbish kualitas jelek,negative
proses kirim barang cepat aman khawatir,positive
cara booking bagus detil pilih kursi bagus  lah,positive
memorynya sdh ke buka wktu sya trima tdk ada segelan kondisi sdh agak busam aku coba sdh  kali blm bisa dipakai,negative
maaf ya kak kasih bintang  soalnya bagian dalam tas sobek terus reseletingnya dol susah dibuka tutup lain kali tolong cek dulu,negative
barang rusak di jual emang ngehek,negative
pagi blibli dot com saya pesan barang ada  bli bli barang yg nyampe yg  bl  pesan sedang di proses  tunggu ambil kurir  kirim oleh merchant kenapa bisa lama itu ya proses kalo barang kosong karyawan blibli sibuk tinggal bilang kemabalikan dana beli toko lain kaya gin tanya cs nya jawab aja kaya yg tera status pesan kalo jawab customer servicenya baca kog toliong tingkat kualitas layan nya sungguh sungguh kecewa terima kasih,negative
sangat buruk menanggapi respon pembeli n katanya ada garansi tapi ada kerusakan malah tidak direspon,negative
sudah kali belanja zalora kecewa beli jam tangan sdh kali sy ngerefund jam tangan refund yg sy kesal team cs zalora janji  jam updatetan skrg sdh  tp tdk updatetan sekali komplain by email tdk tanggap telpon sdh sambung bicara cs zalora sesal rekomendasi zalora kerabat belanja zalora,negative
lama  jasa ticket com mesan tiket pesawat alhamdulillah muas,positive
pilih harga variatif lapak percaya mudah ambil kputusan brtransaksi saran kalo bukalapak tambah koleksi produk negeri harga saing tentu,positive
cari apa sini mudah aman percaya,positive
untuk sepatu sidewalk candy flats bgs nyaman dipake untuk sandal calliope archel fashionable untuk dress ezra bhn bgs dingin hny terll mini sy pake untuk sepatu ezra jg bgs nyaman,positive
mudah bahagia,positive
tingkat layan dri segi harga puas customer,negative
mantap,positive
kirim barang palsu,negative
supportnya bagus,positive
barang tidak berfungsi sangat buruk sekali,negative
hanya bisa di putar sebelah dan baut gampang kalah sama obeng,negative
hati barang rusak di kirim,negative
customer service bagus proses kembali tiket cepat,positive
gatau fitur dihilangin sumpah sayang banget plis vip plaza free ongkir lg yg ga pake minimum payment yg nyayangin fitur hilang,negative
pernah alam sulit dlm kembali dana tdk rekening bank yg punya bukalapak tapi bukalapak kembali dana bank sampai rekening bank daerah mantap bukalapak,positive
barang sesuai harap  barang kurir,positive
jelek bgt bikin kecewa,negative
bintang  karena proses nya yg lambat bukan karena barang nya pesan kamis pake pengiriman  hari barang datang minggu siang bukan kesalahan kurir status on proses nya dr kamis sampai ke sabtu malam baru samapi d kurir tanpa info apapun dr seller saya sudah baca kebijakan terlambat covid toleransi  hari tp ini dr kamis sampai ke minggu brp hari ya,negative
bagai beli suka belanja ol bukalapak barangxnya sesuai yg tampil murah mudah akses cuman sayang coba utk join lapak dana or deposit ya utk barangx jual muncul iconnya website bukalapak,positive
sangat mudah mesan bayar akan bagus convenience fee bayar kartu kredit hilang,positive
saya x beli handpone blibli com senang belanja kirim sesuai barang sesuai spesifikasi tawar original serta layan senang notif by email n sms saya belanja online kadang barang cari blm blibli beli online shop lain sukses trus blibli,positive
barang kosong gak pemberitahuan gilir nanya bilang barang gak ada uang kembali kali sabar cs bilang kembali cek rekening masuk dasar tipu gw kasih tau ya nyoba belanja sini mending lo belanja zalora dasar vip tai,negative
murah kualitas bagus,positive
bahannya jelek pokoknya kecewaaaa aja,negative
mataharimall com makes my life so simple to get everything what i need with competitive price,positive
bukalapak mudah transaksi online,positive
saya senang belanja diblibli promo tarik yg tawar harga yg saing kirim cepat moga kedepanny blibli bs ini jaga percaya customernya terima kasih blibli,positive
tidak kecewa pribadi,positive
fast shipping and great price,positive
pengiriman cepat tapi ga tajam sama skali bahkan untuk ranting kecil sekalipun butuh tenaga lumayan saat digunting,negative
great about the company,positive
apa butuh sini barang sesuai harap uang  terimakasih mudah orang jual beli sukses bukalapak com,positive
layan lazada cepat barang sesuai deskripsi kim packaging bagus pokok senang belanja lazada,positive
belanja dibli bli sangant recomanded barang cepat cs nya ramah harga murah banding toko online laennya ga rugi belanja dibli bli dpat point nya dpt barang terimkasih bli bli,positive
barang yg terima yg pes cepat dalm proses kirim,positive
matahari mall is the best,positive
beli pulsa blanja com  bulan pulsa masuk refund jg tolak trus apply ulang klik sengaja laman refundnya error jd beli tdk refund,negative
barang ga sampai tp pesanan sudah diselesaikan karena otomatis,negative
blanja dbuka lapak aja n murah jamin,positive
spray tdk sesuai gambarsemprotannya spt mainan pistol anak aja,negative
untung browsing order lihat kosmetik nya yg lazada beli bedak mac heran curiga murah harga di lazada tera asli harga rb yg harga atas rb an selamet selamet,negative
kemas paket terima rusa moga tahan,positive
jasa pengiriman nya di ganti tanpa konfirmasi kurang memuaskan,negative
waktu packing bgs barang bgs muas,positive
barang ada yg gk sampe  ud complain juga  tetep aja  rugi belanja disini,negative
proses cepat aman,positive
tolong baik system anda nama lengkap masuk cukup apakah mengunakan gds kendala nama lengkap lebih sekian terima ini ubah ticket via air asia walaupun scanned colour passport air asia nama booking nama passport sesuai ini nama booking middle names ada  middle names masuk booking tiket com sangat kecewa saat blm terima tiket itinerary nya mohon kirim,negative
terus tingkat fasilitas promonya,positive
hingga bl andal transaksi daring cepat mudah bantu kendala langsung direspon terus tingkat layan pasti aman data guna by hack,positive
satu dr  humidifier diffuser yg sy beli saat saya mulai pasang hari ini di kantor setelah bbrp saat mengeluarkan bunyi yg luarbiasa brisik waduh sy shock dan kecewa bngt while  produk lainnya type sama works well butuh kebesaran hati penjual utk menukar item yg tdk sesuai spec ini,negative
mostly the price more expensive than other store,negative
baru pake  hari udh berulah susah hidup kadang hang frezee blank saat lagi on komputer minta di ganti gk di respon trs buat apa embel garansi lifetime not recommended,negative
kecewa udah beli  gaada wangiwanginya cuman bau alcohol aja yang keluar,negative
dik ade irawan,positive
sya kali sen barang lazada tarik harga iphone    lazada ultah dpet potong jdi   jt pas udah transfer  bru lazada kasih info klo brang sen kosong jdi sya putus refund tpi smpe skrng email sya lazada ap brang refund sya d terima jdi was tkut uang kagak d kembali kecewa,negative
overprice,negative
barang tidak dapat di operasikan  sudah menghubungi customer service belom ada response,negative
pilih produk sama banyak diskon pree onkir biar gebyarr,positive
tokopedia hold uang seller padahal barang  april  komplain malah ribet suruh cetak rekening lah foto resi di scan lah biar jelas haduh parah,negative
beli bubble tp gak di kasih bubble biasax gak kecewa kali ini kecewa,negative
packing kurang rapi tidak aman dus penyokplayer hancur,negative
saya baca review tentahg situs ini mungkin konsumen kecewa lazada tapi sy salah satu sy belanja lazada dan temu kendala apa so far puas smua layan moga lazada tingkat kerja konsumen review anda thx,positive
terbaikkk belanja online takut uang barang kirim diskon nya harga nya murah,positive
alhamdulillah syukur bgt dgn apl ini bantu bgt pas gi sibuk gak smpet nyari barang eh bl gmpang nyari nya metode bayar enteng bgt pake android gak bikin ribet,positive
responnya sangat lambat padahal udah request untuk kirim pagi tapi justru sampai siang blm juga dikirim lain kali tolong diperhatikan lagi,negative
jangan ragu uang aman bukalapak barang sesuai sedia kolom diskusi aman mudah butuh,positive
belanja harga murah layan cepat order mudah kirim jg cepat selalu puas beli blibli con,positive
easy to shopping very simple and user friendly,positive
bukalapak bantu jual saya langgan langgan bukalapak bravo maju terus bukalapak,positive
not recomended seller gara ini toko  surprise buat ultah moment yg penting hancur gitu aja  parahhhhh nyesel bangetbanget belanja ditoko ini,negative
mohon seller yg masalah kirim sesuai yg iklan koorperatif feedback negatif status si jual peringkat komplain macam forum belah pakai bata makin komplain bata dapat kadang jebak status dagang feedbacknya ribu layan kecewa,positive
