no|title|text|senti_value
12567|Kirim kode booking tiket pesawat lama|Tiket.com gak kayak dulu lagi, kini harus nunggu belasan menit hingga kode booking sampai ke email pelanggan. Padahal dulu cuman butuh waktu kurang 5 menit.|4
12568|traveloka memang okay banget....|mau traveling?beli tiket pesawat, tiket kereta api dan vouvher hotel?semua mudah dengan klik tiket.com|5
12569|beli tiket PP yg efisien dan cpt|Cari tiket tdk harus pesawat yang mudah,kereta kls ekonomi pun gampang searchingnya dsini.bayar via apa saja dilayani,dgn bank yg umum digunakan.waktu lebih efisien krn tiket PP lsg bisa dibuka dan rinciannya lengkap.Ada diskon jg!gampang bgt deh. sayangnya setelah klik untuk pembayaran sampai dengan berhasil melakukan pembayaran,email notifikasi tdk kunjung dtg.sedikit cemas jg krn sy tdk pegang bukti online nya,untung sempat screenshoot no kode booking tiket PP nya.sbg pegangan utk cetak tiket saat keberangkatan.eh ternyata 3hari kemudian sy cek email barulah masuk email notif dafi tiket.com ..hmm very2 late ya.|4
12570|good service|dela tiket|5
12571|Kemudahan mendapatkan tiket dengan harga murah|Harga tiket lebih murah dari travel yang lain|4
12572|mantap|Tiket.com sangat membantu perjalanan bisnis kami, terima kasih|5
12573|CEPAT,MUDAH,MURAH|website cepat, murah, user friendly dan harganya bisa bersaing dengan yang lain|5
12574|Luar biasa...|Tiket.com sangat membantu memudahkan mendapatkan tiket kapanpun dan dimanapun, proses transaksinya pun mudah. Sukses selalu untuk tiket.com|5
12575|Selalu terbaik|Pelayanan baik saya sudah menggunakan sejak 2013,ketepatan dan Kurat|5
12576|Layanan Cepat dan Lancar|Beberapa kali saya memesan tiket dari Tiket.com, saya merasa pesanan saya dilayani dengan cepat dan lancar. Terima kasih|4
12577|Great|cepat dan memuaskan akan tetapi lebih bagus lagi jika dieri keterangan keberangakatan dari terminal berapa soalnya cengkareng lumayan membingungkan overall thank you,excellent!!!|5
12578|Praktis dan kompetitif|Terimakasih Tiket.com yang telah membantu jadwal perjalanan saya menjadi lebih praktis. Harga yang kompetitif meyakinkan saya bahwa saya tidak salah pilih biro perjalanan. Adanya undian juga membuat 'seni' perjalanan menjadi lebih menarik.. Semoga saya menang.. Aamiin|5
12579|sangat terpercaya|very recommended site., trusted ! pertahankan harga yang kompetitif,setiap penerbangan saya selalu memakai tiket.com untuk reservasi tiket dan harga paling murah|5
12580|baik|sampai dengan hari ini saya merasa senang dengan aplikasi ini.trms|4
12582|cepat dan hemat|JAYA TOUR and Travel|5
12583|Pelayanan sangat memuaskan|Selama saya menggunakan layanan Tiket.com saya hanya satu kali mengalami kendala, dan itu dapat terselesaikan secara cepat.|5
12584|sip|sip|5
12585|Awesome|Ahh, ticket.com. Amazing site to book things from flights to hotels and trains and stuff. So many choices for payment so one wouldn't be stuck on, maybe, looking for the right ATM machine to complete payment. The guide to payment and booking confirmation were sent in a matter of seconds to my email inbox, or at most, a few minutes. The email is also integrated to google app so the schedules show up in my g calendar. This site has enough. Probably more than enough. Overall I enjoy using ticket.com to book things!|5
12586|Best service ever|So far The Tiket.com has given very best service for me. I really value it and rate it the best and very trusted one. Thank you Tiket.com|5
12587|Bagus|Proses transaksinya cepat dan tidak berbelit-belit.|5
12588|Pesan tiket pesawat via Tiket.com memudahkan pekerjaan saya|Memilih Tiket.dom adalah pilihan yang sangat tepat karena dengan Tiket.com sangat memudahkan pekerjaan saya dan semuanya dapat dilakukan mudah.|4
12589|Cepat akurat dan mantap|Silahkan di coba sendiri|5
12590|Harga Tiket Garuda Indonesia Domestik di Tiket.com paling murah|Tidak dapat dipungkiri bahwa Tiket.com selalu menjadi yang terbaik. Ada banyak hal yang sangat baik dan memuaskan yang diberikan oleh Tiket.com. 1) Proses yang cepat dan Praktis 2) Metode pembayaran yang aman, pasti dan tidak menyusahkan 3) Harga Tiket Pesawat Garuda Indonesia Domestik selalu menjadi harga terbaik dan termurah 4) Ada pengumpulan poin yang dapat ditukarkan untuk membeli tiket pesawat dan hotel 5) Cepat! Aman! Berkualitas!|5
12591|Senang ketemu Tiket.com!|sering nemu tiket murah lewat sini, tapi kadang kadang ada yang lebih murah, tapi cuma beda 4000 its okay lah karna disinni ada tix point yang nanti bisa di pake buat transaksi lainnya jadi lebih dari yang lain. terimakasih Tiket.com|4
12592|oke bngt|Cpat transaksinya. Bnyak promo. Dan banyak pilihan|5
12593|Pesan via Tiket.com praktis dan best price :)|Saya cukup sering memesan tiket perjalanan via Tiket.com baik untuk pesawat maupun kereta api. So far, pengalamannya menyenangkan. Mudah, praktis, dan dapat best price. Comparing to the other penyedia layanan pemesanan tiket perjalanan, tiket.com yang paling sesuai dengan kebutuhan saya. Keep up the good work, best regards, Nora [private info removed]|4
12594|Murah|Utk pembelian tiket kereta,bagaimana caranya utk mengubah nomor kursi??|4
12595|bagus|pokona murah cepat bagus, seplah|4
12596|Pelayananannya cepat dan mantap|Saya puas dengan jasa layanan ini sehingga saya dapat memesan tiket dengan cepat dan mudah. Semoga ke depan nya, layanan tiket.com lebih mantap.|4
12597|Tiket.com sangat memuaskan dalam pemesanan|sangat memuaskan ketika book tiket karena tidak ada perbedaan angka sebelum pemesanan dan setelahnya, tidak seperti tr*v**oka yang menyebutkan bahwa harga tiket sudah berubah ketika kita sudah memberikan informasi/proses booking berlangsung|5
12598|SAYA SANGAT PUAS|TINGKATKAN TERUS PELAYANAN YANG PROFESIONAL.|5
12599|"""INGAT PULANG KAMPUNG, LANGSUNG TERBAYANG TIKET.COM"""|Tiba2 istri kangen keluarga di kampungnya, langsung teringat tiket.com untuk memesan tiket pesawat, tidak sampai 5 menit proses selesai, apa lagi dumudahkan dengan sistem pembayaran dengan menggunakan Kartu Kredit yang memerlukan keakuratan dan kepercayaan agar transaksi terasa aman dan nyaman, serasa punya travel sendiri dengan bantuan tiket.com ini, tq, pertahankan terus kepercayaan kami ini, jangan sampai terbesit sedikitpun pada pikiran kami untuk pindah ke lain sistem ya ....|5
12601|Service Lumayan|Pelayanan lumayan bagus|4
12602|Ontime|No Delay, ontime. Great Job.|5
12603|SMART..untuk tiket .com|Tiket.com memang SMART ( Simple, Mudah, Akurat, Ramah Csnya dan Terpercaya)... Tiket.com memang Wokeeeee|5
12605|good|pelayanan yg memuaskan, tidak pakai lama sekali tekan enter, hitungan beberapa menit beres,, pertahankan terus pelayanan dan mutunya|4
12606|cepat tepat terpercaya|keren sih, harganya oke & reservasinya cepat tapi sayang, mengapa saat kita reservasi mengunakan aplikasi indonesia flight, kita tidak mendapatkan tiket point, padahal kan indonesia flight juga bekerjasama dengan tiket.com|5
12607|Sangat Memuaskan|Sudah 2 kalinya saya pesan tiket kereta api di Tiket.com dan pelayanan jasanya memuaskan|5
12608|tiket.com praktis|pelayanan jelas informasi update|4
12609|Membantu|Terima kasih tiket.com semua bs terpenuhi dgn memesan tiket hotel, pesawat dan kereta api dgn cepat tepat mudah dan aman ini sangat membantu sy shga sy tdk perlu repot2 lg hanya dgn sekali klik semua bs di pesan d tiket.com. Sangat memuaskan bg saya stlh memesan tiket via tiket.com|5
12610|bagus|bagus, lancar dan jelas. sayangnya denah kursi masih kurang jelas, misalnya mana kursi yang berjajar 2 baris, mana yang 3 baris, dan mana yang berhadap-hadapan.|4
12611|Good Job|Tiket.com is mandatory app on my smartphones. Fast, simple and cheap. CS are very helpful, you can count on them.|5
12612|Tiket.com melengkapi hidup saya...!!|Untuk sementara ini sy msih menggunakan tiket.com untuk membeli tiket kereta baik pribadi maupun buat sodara saya. Semuanya menjadi lebih mudah hanya dengan hitungan menit, simple, praktis, mudah dan yang pasti banyak diskonnya. Big thanks tiket.com, slalu koonsisten supaya terus menjadi besar. Dan mudah2an bisa mnegakomodasi kebutuhan travellers yang ga mau ribet antri dan wira wiri. Sukses terus yaaa.. -tenty-|5
12613|TRUSTED|Paling mudah booking di tiket.com..|5
12615|Sangat membantu|Pelayanan yang sangat membantu dan bagus untuk kami|5
12616|Cepat dan mudah!|Senang sekali dengan proses pembelian tiket kereta api. Interface cakep, langsung keliatan pilihan waktunya dan bisa langsung beli tiket PP. Favorit : bisa bayar pakai klikbca jadi transaksi langsung selesai hanya dalam 10menit!|5
12617|Tiketcom sangat membantu dan praktis dalam memesan tiket|Selama ini kadang kita disibukkan dengan pekerjaan dan kegiatan lain, sehingga sewaktu kita memerlukan akses yang cepat untuk kerperluan perjalanan pribadi, keluarga maupu kolega sangat terbantu dengan adanya media teketcom ini, sudah banyak yang menawarkan kepada saya dengan uasaha sejenis tiketcom, tetapi saya tidak terpengaruh karena rasa kepercayaan dalam bertransaksi baik dengan internet banking maupun klikpay sangat baik, terima kasih tiketcom, jangan sekalipun kepercayaan ini disalahgunakan.|5
12618|Mudah dalam pencarian Tiket dan mudah dalam pemesanan.|Sangat mudah dalam pencarian, harga juga bersaing dan mudah pemesanannya. Pembayaran sangat flexible dan waktu pembayaran yg di sediakan sangat pas. Dapat Point TIX lagi. Terus di pertahankan dan keamanan bertransaksi jangan lupa di perhatikan juga. Selama ini kelihatan sangat bagus. Terima kasih Tiket.com|5
12619|pelayanan yg cepat dan tepat|komplain tiket dilayani dengan cepat, dan tepat sesuai dwngan yg saya butuhkan tanpa bannyak pertanyaan bertele tele. terimakasih|4
12620|Bagus dan terpercaya|.. Recommended lah pokoknya|5
12621|Pelayanan yang luar biasa, mudah dan cepat.|Terima kasih, Tiket.com untuk pelayanan yang luar biasa, mudah dan cepat.|5
12622|Bagus|"Saya baru mencoba, karena ad kelebihan bisa memilih no kursi di tiket.com , mudah""an ke depannya lebih bisa banyak memilih kursi. Tidak hanya terbatas di gerbong belakang. Perbanyak promo ya biar tiket.com bisa banyak bersaing dengan yang lain.... Bravo..."|4
12623|SENANG|Saya senang & cukup puas dgn sistem TIKET.COM yang cepat & praktis. Mohon tetap pertahankan harga yang murah & promo2 yang lebih menarik.|4
12624|Kami merasa sangat dipermudah mendapat tiket KA. Thanks.|Setiap booking tiket KA kami selalu merasa nyaman karena kemudahan yang dberikan, dan jika pun ada masalah, layanan Customer Service melalui telepon 24 jam sangat memuaskan.|5
12625|Cepat dan reliable|Cukup cepat dan bisa diandalkan ketika butuh tiket. User interfacenya juga memudahkan untuk memilih opsi terkait perjalanan. Layanan penyimpanan informasi penumpang juga sangat membantu menghemat waktu.|5
12626|mudah dalam memilih posisi tempat duduk|mudah dalam memilih posisi tempat duduk... terima kasih tiket.com|5
12627|Good|Tiket.com is a good company. Salute.|5
12628|tiketcomocom ok banget..|respon yg bagus pd transaksi saya hari ini.. sukses selalu...|4
12629|Magnificent|Fast process, great results|5
12630|PROSES CEPAT|BELI TIKET ONLINE DI TIKET.COM LEBIH CEPAT PROSESNYA, TIDAK PERLU ANTRI. TINGGAL KLIK...|5
12631|memuaskan|Tiket.com sangat membantu untuk pemesanan tiket. Apalagi pas musim mudik lebaran,dikala situs resmi PT.KAI error alternatif bisa lewat tiket.com, Saran aja dari saya pribadi Tolong untuk pembayaran melalu aplikasi tiket.com di android bisa melalu atm. Terima kasih :D|5
12632|Tiket.com Ngebantu banget buat pesen tiket kereta api|gunain Tiket.com baru untuk kereta api sih. Cuma ngebantu bgt, gak perlu repot ke stasiun. Pas berangkat juga tinggal ke CTM (cetak tiket mandiri) tanpa harus ngantri si loket. Tempat duduk juga dapat sesuai pilihan. Good job|4
12634|diskon 10 persen lumayan|Diskon 10 persen lumayan dirasakan bagi pelangigan....bila dpt kedepannya menjadi 15 persen ya...... Bila dpt pembelian penerbangan airasia dpt disediakan aplikasi pembelian preorder makanan .....|5
12635|sangat memuaskan.|Pelayanan sangat memuaskan, mendengarkan komplain dengan baik serta menemukan solusi yang sangat membantu. Juga sangat ramah. Pokoknya recomended pisan.|5
12636|Tiket.com memberi pengalaman yang berbeda!|Tiket.com adalah situs pencari tiket pesawat dan kereta yang sangat handal. Mesin pencari paling cepat dibanding situs yang lain, desain atraktif, antar muka yang simpel dan proses tidak bertele-tele. Untuk memilih kursi kereta, tiket.com sangat bisa diandalkan!|5
12637|Hampir tidak ada masalah selama menggunakan tiket.com|Pembelian tiket pesawat, pesan hotel selama gunakan tiket.com tdk ada masalah, jikalau ada permasalahan tiket.com tanggap dan segera untuk langkah penyelesaiannya. Trimakasih tiket.com yang sangat membantu.|4
12638|Fast and good services|Keamanan terjamin. Langkah langkah transfer juga diberi tahu secara detail. Sehingga meminimalisir kesalahan pengguna dlam proses transfer|4
12639|Baik|Ticket.com bagus|5
12640|mantap|dah 1 thun ni slalu cari tiket psawat n kereta d sini bolak blik cari tiket mudik d sini g ribet|5
12641|mudah,cepat dan harga bersaing|Yuliana laymena|5
12643|Mudah, hemat waktu dan dapat dipercaya|Mudah, karena cukup dengan memasukkan data awal saat register dan dikemudian hari kami perlu tiket lagi, kami cukup login dan seluruh data kami terakses. Termasuk cara pembayaran yang kami lakukan dengan ATM BCA. Hemat Waktu, karena kami tidak harus antri di loket stasiun KA, saat istirahat kerja kami bisa melakukan transaksi pemesanan tiket via on line Tiket .com Dapat Dipercaya, beberapa kali kami melakukan transaksi pemesanan tiket via on line Tiket .com, seluruh instruksi sesuai dengan dilapangan, termasuk memasukkan kode booking tercetak sesuai dengan tampilan di PDF.|5
12644|Aq pernah Pesen tiket pswt tp Aq lmbt tranfer uang ehh hgus deh|Nama. Rahayu Siti dianah. Nama panggilan. Ayu Lahir tgl 16-10-1986 e-mail . [private info removed]|5
12645|memuaskan^^|Alhamdulillah, selama menggunakan tiket.com ga prnh ada masalah. klik klik ga sampe 2 menit udh beres. tapi emang kudu hati2 sama diteliti biar gak salah salah pesen. terima kasih ya tiket.com|4
12647|Nyaman|Saya pernah mengunakan tiket.com dan berjalan lancar|5
12648|Bad for the first, but very good at the end|Iya, pelayanan hari ini tadinya sangat membuat saya kesal. Tapi akhirnya datang CS yg sangat membantu untuk menyelesaikan semuanya terkait tiket saya. Thanks|5
12649|puas|puas dengan sekarang ini|5
12650|Tiket.com memberi kemudahan masyarakat indonesia utk pesan tiket|Metoda pembayaran via m-banking perlu diextend to be 24 jam, agar masyarakat semakin mudah melakukan pembayaran tanpa tergantung waktu dan keberadaan ATM di area rural|5
12652|Pengalaman pesan tiket kereta api|Secara umum tiket.com merupakan alternatif terbaik untuk memesan tiket disaat website resmi dari ptka* sendiri sedang down, karena banyaknya pengguna yang kemungkinan mengakses situs tersebut. Namun ketika saya mencoba pesan di tiket.com justru website tersebut lancar jayaaa... dan akhirnya saya dapat memenangkan perburuan tiket untuk lebaran tahun ini. harga = untuk tiket kereta api tidak jauh berbeda, namun untuk pesawat sedikit lebih mahal dibanding travelok*. metode pembayaran = beragam. pengaksesan website = sangat lancar.|4
12653|cepat|Kok harus bawa ya????? Kalo pembelian vouchernya dgn kartu kredit saudaranya, gmna dong???|5
12654|fast response dan mudah|Udah pake apps tiket.com 3 kali untuk beli tiket kereta pake aplikasi Android. Aplikasi tiket.com ini mudah dan ringan banget buat dipake intefacenya keren. Setelah melakukan transfer juga e-ticket langsung dikirim gak lama. Pernah terjadi masalah yaitu salah transfer dan langsung direksi cepat dan ditemukan solusinya. Untuk saat ini tiket.com bakal menjadi andalan saya untuk membeli tiket|5
12655|mudah dan cepat|Sebaiknya untuk detail pembayaran tidak dijadikan satu file dengan detail penerbangan|4
12656|Pesan tiket di tiket.com gampillll.....|Beberapa kali saya memesan tiket di tiket.com saya selalu merasa mudah, cepat, praktis dan nyaman|4
12657|simple...|mudah dan gampang dalam pesanannya..|4
12658|Akses Mudah|Akses mudah, banyak promo menarik & fee tidak mahal|4
12659|Sangat mudah transaksinya dan sangat membantu.|Sangat mudah cara bertransaksinya, sangat membantu dan cepat pengiriman report dokumennya. Salam sukses.|5
12661|Tiket.com mempermudah perjalanan saya|Pertahankan dan terus tingkatkan pelayanan prima yang telah ada.|5
12663|alhamdulilah ga perlu keluar rumah|saya suka dengan app ini,saya bisa langsung liat tiket NYA MESKI BARU pertma kali,dan sukses tiketaa,,,,, blaa|5
12664|bagus|Bagus|4
12665|Selalu membantu disaat penting|Selalu membantu disaat penting mencari tiket kereta dimana saja dan kapan saja|5
12666|Amazing|Respon email sangat cepat untuk pemesanan maupun pembayaran. Sehingga kode booking dengan cepat didapat dan tidak perlu antri. Sedikit masukannya mungkin agar bisa dilakukan pembayaran melalui mobile banking agar kami pemesan tidak perlu repot keluar rumah/kantor untuk mencari mesin ATM. Terima kasih|4
12667|Puas|cepat dapat tiket dan mudah dalam transaksi, tapi kalo bisa untuk atm transfernya banknya di perbanyak lagi jangan hanya BCA, Mandiri dan Permata aja yang bisa, yang lainnya juga donk seperti BNI, BRI, dll|4
12670|Mantap|Pemesanan sangat mudah dan proses sangat cepat...yang terutama harga sangat bersaing|5
12673|nyaman|fikturnya sangat gampang dan gak ribet serta aman,,balesan emailnya juga cepat..gak was was kalau make tiket ma...sukses terus ya..dan jaga kpercayaan konsumen ok..|5
12674|Sangat mudah, cepat, aman dan harga bersaing|Tiket.com sangat membantu dalam semua urusan perjalanan dan penginapan saya. Baik urusan bisnis maupun liburan saya. Sangat mudah, cepat, aman dan harga bersaing. Bisa memberikan pelayanan walo dalam kondisi mendadak. Kecuali tiket jika order dibawah 5 jam Keberangkatan rada susah brgkali terkendala aturan armada pesawat. Andai saja Tiket.com bisa menembus hal tsb tentu akan lbh sempurna. Juga utk Rent Car saya menyayangkan tidak semua kota tersedia, pernah booking utk Jakarta tidak tersedia, padahal saya saat itu sedang membutuhkan. Atau bisa jadi ketidaksediaan waktu itu karena saya order dibawah 12 jam. Tp secara keseluruhan sdh OK banget dengan Tiket.com. apalagi sering ada promo khusus dan juga ada tix point. Semoga makin jaya dan makin sempurna.|5
12675|Menyenangkan...|Layanan tiket.com sangat memudahkan dan juga menyenangkan.. Sering2 ya kasi promo dan diskon nya..terimakasih tiket.com|5
12676|Pemesanan bagus di tiket.com|cara pemesanan cepat,mudah dan baik,utamanya pembayaran banyak pilihan. tapi tentu harga hotel lebih mahal daripada tempat lain,tapi harga yang lain selain hotel bersaing banget Top deh.|4
12677|murah, mudah, sering promo !|saya sangat puas dengan webiste ini , memudahkan hidup saya untuk memilih dan membeli tiket|5
12678|Gampang bookingnya, banyak keuntungannya...|Sangat mudah booking dengan tiket.com apalagi ditambah ada point yg bisa ditukar dan juga undiannya. Makin mantap...|4
12679|Mudah, simpel, cepat!|Mantap|5
12680|good|the system running very well|4
12681|great service|fasht simple great service|4
12682|Process booking sangat mudah|secara general sangat mudah melakukan process booking ticket di site ini|5
12683|Siiippp bngttt|Saya baru satu kali dan terkagum pd kecepatannya melayani|5
12685|mantap|mudah dan cepat|5
12687|selama mengunnakan app indonesia flight, belum pernah kecewa ..|terakhir saya menggunakan batik air via indonesia flight, saya tidak jadi take off ... tapi kru bandara sigap menghubungi saya memastikan jadwal keberangkatan saya... terimakasih atas perhatiannya, smoga tetap diperhatikan pelayanan kepada konsumen dengan pelayanan yang lebih prima.|4
12688|Cepat dan tidak ribet|Tiket.com membantu saya untuk mencari tiket perjalanan dan penginapan yang cukup cepat dan akurat......thanks TIKET.COM|5
12689|Promo Tiket dan Mekanisme Bayar yang Bagus|Namun perlu perbaikan lagi agar lebih fair dengan menampilkan tingkat suku bunga untuk cicilan tidak hanya menampilkan panjang tenor cicilan agar keputusan yang diambil customer lebih tepat dan akurat sesuai kebutuhan ;)|4
12690|sekarang tak perlu antri lagi tuk dapat tiket apapun.|Sekarang tak perlu antri tuk dapatkan tiket apapun.|5
12691|amazing|sangat membantu|4
12692|mantaaap...|Selalu lebih baik...|5
12693|Great company|pelayanan memuaskan, response cepat dan informasi yang diberikan sangat informatif.|5
12695|PEALAYANAN DARI TIKET.COM SGT BAIK DAN SIMPLE|SELAMA INI SY BIASANYA MEMAKAI JASA TRAVEL SETIAP KALI MEMESAN TIKET, JARANG DGN HARGA PROMO, TP SEJAK SY MENGGUNAKAN TIKET.COM, SY BISA BERTRANSAKSI KAPAN SAJA DAN DIMANA SAJA DAN MENDAPATKAN HARGA YG SGT TERJANGKAU KRN SY BISA MELIHAT SEMUA HARGA TIKET DENGAN BAIK. PANDUAN DR PETUGAS LIVE CHAT JUGA SANGAT BAIK, BILAMANA SAYA SETIAP KALI MENEMUI MASALAH MENGENAI TRANSAKSI DAN PEMESANAN TIKET. SEHINGGA SAYA MENGAJAK KELUARGA DAN TEMAN-2 UNTUK SAMA2 MENGGUNAKAN TIKET.COM SAJA. MUNGKIN ITU SAJA PENGALAMAN YG BISA SAYA BAGI SELAMA BERSAMA TIKET.COM. MOGA2 PELAYANANNYA SMAKIN BAIK DAN MAJU. TERIMA KASIH|5
12697|Excellent|Puluhan kali booking di tiket.com dan selalu sukses. Good job! Best prices!|5
12698|booking hotel gampang|booking hotel gimping, tapi diskonnya kurang gede|5
12699|Terpercaya mantapp...|terima kasih atas memberikan kemudahannya tiket.com|5
12700|amazing|Mudah dan dapat dipercaya|4
12701|GQ Good and Quick|Tiket.com adalah pembelian tiket yang paling murah diantara travel yang lainnya|4
12702|Proses refund ticket pesawat sangat cepat. Tks|Proses.booking ticket pesawat baik. Daftar hotel utk kota2 kabupaten di Indonesia kurang bahkan tidak ada terutama di kalimantan, sulawesi dan daerah timur lainnya.|4
12703|Memuaskan|Pelayanannya memuaskan. Apalagi ada diskon chanel. Masukan saja, mungkin cara pembayaran bisa via indomaret atau alfamaret. Untuk lebih bervariasi. Thank|4
12704|Mudah dan Ringkas|its our first time using this application for ordering KAI ticket. we use it in the same time we order in KAI web, and voilla!! our order in ticket.com finish faster. Thanks tiket.com for making our life easier. regards,|5
12705|sangat puas|Trims tiket.com, di tempat lain tiket habis.ee di sini ada..good job...|5
12706|Tiket.com Sangat Membantu|Setiap saya bandingkan dengan penjualan tiket online yang lain, akhirnya saya tetap memilih tiket.com karena praktis dan terpercaya.|5
12707|Puas|Cara pembelian tiket yg sangat cepat dan tidak perlu antri di loket|5
12708|Memuaskan|Kami sangat berterima kasih dalam pengalaman pertama beli tiket kereta api online di TIKET.COM, walau kami salah dalam transfer angka nominal pembayaran akan tetapi dengan sigap dan pro aktif petugas pelayanan tiket online maka bisa dapatkan tiket yg kami inginkan hanya dl beberapa menit saja. Bravo dan sukses selalu SAIFULLAH - Jakarta.|5
12709|aaaa|aaaa|5
12710|Sejauh ini memuaskan|Saran supaya ditambahkan opsi untuk memilih kursi seperti di web saat memesan melalui aplikasi Tiket di Android.|5
12711|Great service|Great about the information and point rewards|5
12712|Cepat dan memuaskan|Masukannya untuk pembayaran via internet banking bisa 24 jam, karna tidak selamanya kami dekat dengan atm dan kami membutuhkan tiket dengan cepat. terimakasih|5
12713|pesan tiketnya mudah, proses cepat.|pesan tiket mudah bisa dari handphone juga, tak perlu antri lagi. prosesnya cepat.. terima kasih tiket.com, sangat membantu bepergian jika harus memesan tiket.|5
12714|Mantab|Sangat mudah beli tiket di tiket.com|4
12715|dapet potongan harga|mudah, bisa pilih kursi, dapet potongan lagi.. Tapi agen livechatnya ditambahin dong. biar nggak ngantri.|4
12716|terpercaya|terpercaya.. dan harga bersaing ;-) sudah tiga tahun lebih menggunakan nya ^_*|5
12717|masukan|"1. sebagai pelanggan setia tiket.com untuk pembelian tiket kereta, sudilah kiranya tiket.com juga meberikan gimmick-gimmick serta bonus untuk pelanggan setia pembelian tiket kereta api seperti saya. 2. pemesanan tiket kereta api melalui aplikasi di smartphone sebaiknya diberikan menu ""pilih kursi"" seperti di web. terima kasih."|4
12718|Veryy Good|Good|4
12719|Katanya beli tiket kereta api bisa pilih tempat duduk? Bohong!|Sy tertarik membeli tiket kereta api via Tiket.Com krn katanya bisa pilih tempat duduk. Tp hingga proses pembayaran selesai, tidak ada opsi pemilihan tempat duduk. Gimana ini Tiket.Com ?|4
12720|MEMUASKAN|SAYA PUAS DENGAN PELAYANAN DARI TIKET.COM|4
12722|Tiket Kereta api ya Tiket.com|Bagus Bagus Bagus.|5
12723|Cepat dan terpercaya|Sangat bagus dan terpercaya,dg proses yang sangat mudah|5
12724|pemesanan kereta, pesasangat praktis dan membantu terima kasih|sangat membantu untuk pemesanan yiket kereta, pesawat, dan hotel.. sudah 3 kali menggunakan jasa tiket.com dengan promo promonya sangat membantu mohon lebih banyak promonya|5
12725|Pesan Tiket Kereta Api Jadi Mudah|Saya pengguna kereta antar kota dan sekarang sangat mudah membeli tiketnya. Terobosan luar biasa, hemat waktu dan tenaga. Fitur-fiturnya juga mudah dipahami. Maju terus Tiket.com Jangan lupa dong bonus buat pelanggan setia ya. Irfan|5
12726|cepat tepat padat|hanya kurang cepat tenggapan notifikasi ..setelah pembayaran semuanay bintang 5 dahh mantap Terimakasih|5
12729|akhirnya dapat tiket juga.|penuh perjuangan.|5
12730|Pelayanan cepat|Puas dng pelayanannya... cepat dan akurat|5
12731|Geat Service|Layanan nya OK chat dengan Cs nya juga sll kasih solusi yang tepat.|4
12732|gampang2 susah|Kalau buat nyari tiket har2 biasa memuaskan tp kalau buat nyari tiket pas hari lebaran susah kebuka pas jam 00.00 baru bisa ke buka 5 menit berikutnya tp tiket udah habis....|5
12733|cepat dan tepat|sangat terbantu|5
12734|Easy to use|Mudah digunakan, harga yg sesuai, cepat|5
12735|Awesome|Keren, praktis dan TDK westing time|5
12736|order tiket mudah & lancar|pengalaman langsung dengan tiket.com order tiket kereta mudah & lancar, tampilan webnya juga sederhana dan mudah dipahami|4
12737|Amazing|penerbangan On Time. I Like It. :)|5
12738|mudah, cepat dan praktis....terima kasih..... tiket.com|mudah, cepat dan praktis....terima kasih .....tiket.com semoga sukses dan setia melayani.....|5
12739|Cari tiket gak usah yang lain|mungkin ada tiket yang tiba-tiba muncul lagi di tiket.com|5
12740|Baik|Cepat dan mudah aksesnya|5
12741|"Saya suka"""|Saya menyukai sejak saya pertama kali menemukan situs belanja ticket online. Harapan saya semoga bisa menjaga kenyamanan konsumen. Salam saya dodi manaf|5
12742|Good|Untuk tahapan pemesanan tiketnya sudah sangat bagus.. hanya saja untuk pembayarannya masih trrbatas dal kerjasama dengan pihak bank..|4
12743|Good Job|Semua Pelayanan sudah bagus|4
12745|tiket.com oke banget|Tiket.com mmdhkan sy dlm mncari tiket kai, pelayanannya praktis mudah & cepat.|4
12746|cepat dn gampang|Sangat membantu dan mempermudah dlm pemesanan tiket|5
12747|Harganya OK.|Harganya murah, prosesnya cepaat. Pelayanan online nya juga OK.|4
12748|saya yang diluar kota sangat tertolong dengan pelayanan ini.|Saya sangat lega mendapatkan kepastian tiket perjalanan saya ke tujuan saya. Karena Acara yang saya tuju sangat membutuhkan kepastian kehadiran sementara saya ada diluar kota. Saya sangat tertolong seolah olah aplikasi ini adalah perpanjangan tangan saya di depan counter tiket Kereta. Terima kasih.|5
12749|Mantab|Sangat membantu saya mendapatkan kereta dalam keadaan darurat di manapun berada ...makasih Tiket.com|5
12750|Memudahkan|Sangat membantu dan menghemat dlm pembelian tiket.|4
12751|KURANG SIMPLE|rincian tampilan tiket satu lembar saja cukup, dan kalo bisa e tiket bisa kirim via sms, dikarnakan tidak semua orang mempunyai email, ini menjadi kendala dimana si calon penumpang berada di luar daerah mengambil tiket di tempat kita, mohon di perhatikan!!!|4
12752|bagus|Sangat mudah dan cepat transaksinya|5
12753|pembatalan dan solusi terbaik|Tiket yang saya pesan dibatalkan karena sistem eror, padahal sangat dibutuhkan, tiba-tiba costumer service menghubungi saya via telepon dan melakukan pemesanan ulang tiket yang saya inginkan, terima kasih Tiket.com.|5
12755|situs online sangat dipercaya, puas banget,|Situs tiket online sangat dipercaya, puas banget, sekali Kli dapet tiket (tiket Lebaran loh), beda sm situs tiket online tetangga, susahnya minta ampun. pokoknya TOP Banget. sangat direkomendasikan. terima kasih tiket.com|5
